type,element_id,text,metadata.filename,metadata.filetype,metadata.languages,metadata.page_number
UncategorizedText,5bb79731e175ca65af348bbdf00acb69,CS 6400,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",21
UncategorizedText,53924cde7948f075ab637137a14706cd,CS 6440,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",21
UncategorizedText,d937366a5b8c14620daf82e4604c2e61,CS 6457 CS 4455,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",21
UncategorizedText,05bc12ee802150abcae5cc380df0dcbd,CS 6460 CS 6397 and CS 4660,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",21
UncategorizedText,60250cfafc2667751a100436ba506ca0,CS 6475 CS 4475,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",21
NarrativeText,cf59388f289dde3f404d04bf023d91af,CS 6505 (replaced by,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",21
UncategorizedText,f855d7fadb5944c7d4ccd86f03c8d89d,"CS 6515 (formerly CS 8803 GA) CS 4540, CSE 6140, and CS 6505",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",21
UncategorizedText,e50f1846ac966dbe5b25a74de26cc9e7,CS 6601,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",21
UncategorizedText,874dbaf3d1ae5618f698405b59a68446,"N/A 69.9908.0900 | CS 4803 Big Data and Society ~ Misuse, Abuse, and Algorithms and CS 8803 AIS ECE 4147 and ECE 6747",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",21
UncategorizedText,6f6262c51825c1d6b001ac92617f3877,CS 6750 PSYC 6750 CS 6795 ISYE 6795 and PSYC 6795,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",21
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",21
UncategorizedText,9277acfe248422c634c0776a8e8e7f66,"M CS 4731, LCC 4731, and LMC 4731",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,4754582bd003c271965ebc0d93a17e98,CS 7638 (formerly,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,4e29ba01744d35386379ac34c0d36217,CS 8803,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,3639ddbf44ba96fb6765495f0dadef66,001),spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,1c51563d8beae205d178a38925bffd4c,"CS 4640, CS 4641, CSE 6740, CSE 7641, and ISYE 6740",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,c165313c2a6453dc9386a9cde4aa8086,CS 7642 (formerly,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,4e29ba01744d35386379ac34c0d36217,CS 8803,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
ListItem,1bdda55b032c79619b1ab44d4028c00c,003) ㅅ,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,84510dd49b91682b18de72fc00f8c3f8,"65 7643 CS 4644, CS 4803 Deep Learning, 300 CS 8803 Deep Learning",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,4e29ba01744d35386379ac34c0d36217,CS 8803,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,cc1af790b8e0c7460a7d41f6b57105ac,008,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,77b3c3a788e757780343f5627b88a5a4,(Compilers — Theory and,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,761abf941979f34c9034533ddf1b51b3,Practice),spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,4e29ba01744d35386379ac34c0d36217,CS 8803,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,b16d9e2bb44a4b728d0431a21c103e1c,013,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,a0ae49b853d0f1851573b38b1a46584f,(Quantum Computing),spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,96abeff3cfd1c14670c2391edcc8e883,CS 4803 IQC,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,4e29ba01744d35386379ac34c0d36217,CS 8803,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,2d54ab36581c7e905efeb3ca6973038a,015,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,d8acc85f84548b26e03af0aaaa9b7117,(Introduction to Computer,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,45e3811c3c99475f51b8a184a18cca63,Law),spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,e841c2f768c5caf89431db35d104be9d,CS 4803 GE/,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,ef0ee1700c6b36552f5df63f7910cedc,CX 4803 BDS and CSE 8803 BDS,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,e1ad5edf9165609def22c5678a6bc98f,"CS 4343, INTA 4742, INTA 4803 Modellng, Sim, & Mil Gaming, and INTA 6742",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,2c4728a02159c701fdbaf0f052aafbf7,ECE 8843,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,fc4c96741cac0a960d6f7b7dc84c485a,(Side,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,0568550bba778b1ee94cc11124531f74,Channels and Their,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,3c7abd2d7887561999cc19efe3de0177,Role in Cybersecurity),spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,05714421e38c2e69936c618937601533,INTA 6450,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,e8d78d49bfd041f6ea98e964292533e2,ISYE 6402,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,97236cf6f593770c76e761935ac1b408,ISYE 6644,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,f8ed104652ed955a6429221c344862ed,ISYE 6669,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,6148e3fa43e0c07313d59e8d682b3b2e,ISYE 8803,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,61c11f82a74a9948a365114bab527b55,(Topics on,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,c4ebc6d4a5832cd9415f906ad0366111,High,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,9d70a26de929b9ef40f17d514ce98987,Dimensional Data,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
Title,76870d27b097876b963d59b8e69107ca,Analytics),spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",22
UncategorizedText,264c32868d21e30d036fbe28a167da2f,17.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
UncategorizedText,7b2d3fe053178a030323dd1e1a134124,18.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
UncategorizedText,289d887035bc610dde4cd4d220f0fa6e,"PUBP 6725 CS 4725, CS 6725, MGT 4725, MGT 6725, and PUBP 4725",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,9fd92b36f519c08a470f512f8aaca16e,What is the difference between when two courses are cross-listed and when they are considered to be equivalent?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,8847ca6247997cf54d23f7edd2640d35,Equivalent courses are courses that are listed as equivalent in Banner. They may not necessarily be taught together (such as the Atlanta campus courses CS 4460 and CS 7450). Cross-listed courses are courses that are taught together and are usually equivalents as well (such as CS 4641 and CS 7641).,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,07914d3291c496cea73921f67596e1bf,"Are there any courses that students cannot count toward their MSCS degree? MSCS students are not permitted to count credit for 1) CSE 6010 Computational Problem Solving for Scientists and Engineers; 2) CSE 6040 Computing for Data Analysis: Methods and Tools; 3) CS 4001 Computing, Society and Professionalism; or 4) CS 4002 Robots and Society toward their MSCS degree.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,8c5f626bbe28f55997a0371d923e32a0,"Additionally, the CS 8001 one-hour seminars will NOT count toward your graduation requirements. If you have concerns about other courses, please be sure 10 contact your OMSCS advisor from your GT email",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,1ad37abe873ae5d23590fc5026ebe8de,"account at oms-advising@cc.gatech.edu. Please include your full name and your nine-digit GT ID number (90X-XX-XXXX), replacing the first two digits with “xx”.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
Title,85ece42b1738c9dbe84400960e361309,Grades/GPA Requirement,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,1.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,a23dab79eb224609324f90ec25511701,"Is it possible to repeat a course, and what are the consequences of doing so? According to the academic catalog, “Students may not repeat courses on a letter-grade basis in which the grade of ‘B’ or higher has been earned previously.”",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,de8e38538693d93562b4faef1a8f42e0,"In other cases of a repeated course, we will consider the newest grade for purposes of completing a requirement (specialization and/or foundational course); however, you can never have the initial grade replaced or removed from your GPA, unless you are eligible to pursue the grade substitution policy as noted below.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,a73a33025f4287aeb5a695b68363b841,"Please also note that if you retake a course, it can be used to satisfy only one requirement, as one course cannot be used to satisfy more than one requirement.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,2c3ba58adee721dde16ed0b6c6418b04,"If you withdraw from a course, “W’s are visible on your transcript, but they have no impact 이1 your GPA. If you retake a course from which you previously have withdrawn, the “W” from your first attempt and the new grade from that class both will appear on your transcript.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,fd43a59241ad414350a0573a728a6dce,What are the grade/GPA requirements to remain active in the program?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,3a1002636c5f6478ca1934dfc7c88797,"Please visit http://www.catalog.gatech.edu/rules/6/ and https://reqistrar.gatech.edu/info/academic-standing and review this information carefully. Please note that your academic standing is based on your cumulative GPA and/or your term GPA. For MS students, the minimum GPA to remain in good academic standing is 2.7. However, please note that you must earn a cumulative GPA of 3.0 or higher in order to meet the graduation requirements. For information on how to calculate your GPA, please refer to the Registrar’s website.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,c5067fb2b70cce527f9157ae0094b0ba,Does the grade substitution policy apply to graduate students? A grade substitution policy was recently approved for graduate students. Please visit,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,1b717a0d27ecd7b03e4a110bf5d2f26b,https://catalog.qatech.edu/rules/5/ for information regarding eligibility.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,763bbfed0a5d066e620ba76b63c19889,How do OMSCS students apply for a graduate grade substitution?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,b29fd743bebd1af27777bdef2f6dbd0a,The grade substitution form will be available on the Registrar’s Office’s website 10 the near future and must be completed via DocuSign by the established deadline. Please 66 sure to use your advisor’s direct email address (NOT oms-advising@cc.gatech.edu) when submitting this form.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",23
UncategorizedText,e3b7e7a038be142c2a042fc1f7374d00,10.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,1.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
UncategorizedText,25602777cecc667d222cfeb509c62be1,12.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
UncategorizedText,352e15aaca7dcf8dec5093dacd9256df,13.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
UncategorizedText,45d873d4bfdc6bbe6925297328210da8,14.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
UncategorizedText,205812a9ce3f23bf985028f7b93ba7f8,15.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
UncategorizedText,3ec1d1e80d46e73bc4cdd8ffbefd4655,16.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,01627b3390c08be5165d50502bd97093,When does the graduate grade substitution policy take effect? The new policy takes effect starting with the Summer 2022 semester under the 2022-2023 academic catalog.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,29d528c5719351f8a184e68a09c09aca,Is the graduate grade substitution policy retroactive?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,d574b55a6414af8bc62c34077cf04cec,"No, the policy is not retroactive. The “C”, “D”, or “F” grade to 66 substituted must have been earned in a course taken during or after the Summer 2022 semester. The new policy does NOT apply to courses taken prior to Summer 2022.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,67304d3719be1ca2930fdf0d368810ac,Is academic standing impacted/recalculated retroactively once the graduate grade substitution has been applied to a student’s record?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,e1ff7834b3521e0ba02c3dc69304c2a4,"Yes, 8 student’s academic standing would update once the grade substitution had been applied. For example, if a student’s first attempt was during 16 Summer 2022 semester, and an unsatisfactory grade was earned, and then the course was repeated successfully in Fall 2022, then the academic standing for Summer 2022 would be updated (since the original grade would be excluded from the cumulative GPA) and would be built upon once the grade substitution had been applied.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,adbf92a8d2929902e871a6ffdcc1e4d0,"Will the grade substitution be visible on a transcript? Yes, the student’s transcript would show the original grade with 3 comment of “Excluded grade substitution”.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,685bd5a154336fa560b81da09a159821,"Is there a minimum grade that a student must earn to be approved for a grade substitution? Students do not have to earn a minimum grade to request a grade substitution. For example, a student could earn a “D”, repeat the course and earn a “C”, and apply for a grade substitution.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,f35831cca2d13c2deb8eadf0353d7c30,"If students with undergraduate degrees from Georgia Tech have previously been approved for undergraduate grade substitutions, would they be permitted to apply for one at the graduate level? Yes, the grade substitution policy “resets” at the graduate level.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,99d17c1c50ac06270005d49af877cc13,Does the graduate grade substitution policy impact BSMS students in any specific way?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,120a968f101d6136ffc641100685bdcd,"No, both the undergraduate and graduate grade substitution policies can be applied to BSMS students. When they are BS students, they will follow the undergraduate grade substitution policy. When they matriculate into the graduate level, they will then follow the graduate grade substitution policy.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,b63e6884318504ed6f97a07131bab68a,"If undergraduate Georgia Tech students enroll in graduate-level GT courses, which grade substitution policy would be in effect (undergraduate or graduate)?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,b1f35dbc07f2663eb09d36825521ff1d,"The grade substitution policies are based on a student’s level (undergraduate or graduate), not the course level. For example, if undergraduate students complete graduate-level courses, they will follow the undergraduate grade substitution policy.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,4cd3baeb2df1eb515f1114d11cbc7b0a,"Are exceptions to the graduate grade substitution policy possible? The grade substitution policy (including, but not limited to, course eligibility, number of courses, time limits, and deadlines) is not subject to exceptions.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,d14b6b948182f377c5d998502f6750fd,Can the graduate grade substitution policy be petitioned to the Graduate Institute Curriculum Committee? The graduate grade substitution policy may NOT be petitioned to the Graduate Institute Curriculum Committee.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,e17c79e905a90c01bf25a6f995d8718e,"If 1 earn a “D” in a course, can it count toward my OMSCS degree?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,f30503cf83b7e43d88a667063bf3d3ec,"Courses in which a student earns 1655 than a “C” cannot be counted toward the OMSCS degree. Please note that these grades still will 66 factored into your overall cumulative GPA and cannot be removed from your record, unless you opt into the graduate grade substitution policy.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,04e75ffbb4e9bea256783e9e846762a4,"If I do not earn the required grade in a course, or if | withdraw from a course, am | required to repeat the course in a later semester? If the course is required for your specialization, and there are no other course options within that specific area of",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",24
UncategorizedText,264c32868d21e30d036fbe28a167da2f,17.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
UncategorizedText,7b2d3fe053178a030323dd1e1a134124,18.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
UncategorizedText,186b7f12022bd191a83417a12a7599c8,19.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
UncategorizedText,84a510185c897e25e3162cbed82a639e,20.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
UncategorizedText,92c62d38adae151110fd21c184e24a07,21.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,f4c665c2bee2dbe5fba1c57504b98c80,"your specialization that you can take instead (since substitutions are not permitted), then you must retake the course and earn the required ""B"" or better for specialization/foundational courses. However, if there are other course options available within that specific area for your specialization, then you may choose to enroll in a different course 10 satisfy the requirement.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,00816e53f3a7042762c85a13654fe48e,"If the course would count toward your “free” electives, you have 6 option of retaking it to earn the required “C” or better for “free” electives, or you may choose to enroll in a different course to satisfy your “free” elective requirement.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,0811b1b42cd5016848a975b2e5b7c36a,Is there a limit to how many times | can withdraw from and/or repeat a course?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,3f2b7829ee0aa33057759dc793714175,"There is no specific limit to how many times a student may take and later withdraw from and/or repeat a specific course. However, please keep in mind the degree requirements outlined in this document and the academic catalog, including the satisfactory academic progress requirements, the six-year requirement, and the graduate grade substitution policy.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,f7a1b6f3cac7cfff019b7ffbc7912c20,How is my academic standing impacted if | withdraw from or do not enroll in a semester?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,8536fba88958dbc92ef32bcbdaefb8eb,"It is our understanding that if you withdraw from or do not enroll in a semester, and you do not have any new grades that would change your status, then your academic standing from the previous semester would carry over. Therefore, if you were on academic warning or academic probation after your last enrolled term, then this status would carry over to the next term as long as you did not have any new grades to change your academic standing.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,f119ea7132c064306d55e88415ab4fb9,"There is an exception to this, as it relates to making satisfactory academic progress in the program. As noted above, if you are withdrawing semester after semester without successfully completing a course, your academic standing in the program could be impacted.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,1814f48f0269a19b8ce188510be54a7a,"If I am on academic warning 아 academic probation, am | allowed to withdraw from a course/semester?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,72e157d29359ca2d6db4f95c5ac245fc,"As long 35 you do not have a hold on your account, you should 66 able to withdraw from a course/semester, even if you are on academic warning or academic probation. As stated previously, if you were to withdraw from the semester, and you did not have any new grades that would change your status, then your academic standing from the previous semester would carry over. Therefore, if you were on academic warning or academic probation after your last enrolled term, and you did not have any new grades that would change your status, then your academic standing would carry over to the next term.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,f119ea7132c064306d55e88415ab4fb9,"There is an exception to this, as it relates to making satisfactory academic progress in the program. As noted above, if you are withdrawing semester after semester without successfully completing a course, your academic standing in the program could be impacted.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,c367fd26004232fff1ba5c041fe29e74,"By when do | need to resolve an “I” grade? Detailed information regarding an “I” grade can be found in the following sections of the academic catalog: 1) Section C, Point 7, 2) Section A, and 3) Section B, Point 1.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,bd244a50a24fcb0ce1f6ec11830f005e,"To confirm: ""When a grade of I’ (‘Incomplete’) is assigned in 2 course, the ‘I' grade must be removed and the grade change reported by the end 07 the student's next academic term in residence or, if the student has not been enrolled, by the end of the academic term one calendar year from the date the incomplete was assigned. Failing to remove the ‘I' in the allotted time will result in the grade of ‘I' being changed to the grade of ‘F'. To remove the ‘I' grade, the student should consult with the instructor as soon as possible after the academic term is over and complete whatever remaining coursework is outlined by the instructor. Repeating the course for credit does not remove the grade of ‘I'.""",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,be24b7cb8043e4289b5bb06c5469b3eb,Is it possible to “start over” or “erase” my previous academic history?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,ac2a9ff08660b3531d75ba6965c47364,"Unfortunately, this is not possible. Your previous academic history always will be a part of your student record, even if you take time off and seek readmission into the program at a later time.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",25
ListItem,068581471202559f45ed0d7cb8ddded8,"22. If | take extra OMSCS courses, can | designate which courses will count toward my “degree” GPA rather",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
Title,00b2e2f90393bd4dca723e4c0e8782a3,than my cumulative GPA?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,6238c1f9f048fdf7a1155b5647467429,"The OMSCS program does not have a separate “degree GPA” 300 simply uses your cumulative GPA. The only exception to this is for students who continue taking courses after they have graduated from the OMSCS program. For the purposes of your resume, whatever your GPA was when your degree was awarded would be your MS GPA.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
Title,c793e0d9a1cc64216681c7d7cd5a0e5e,Registration,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
Title,fc26579061559de81686481ba7b35e42,Related Information,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,1.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,e7a9125f040fb45fbba81c0fafceb59d,What is the difference between Phase | and Phase Il registration?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,a87f43956b41d9fd7ced6ba38e53fe48,"Current/returning students will register during Phase | and will have another opportunity to make changes to their schedules during Phase Il. Newly-admitted students will register during Phase Il only. For the summer term, there 16 only one registration phase, with an “unofficial” Phase Il period taking place shortly before the start of the semester. Visit the academic calendar for term-specific dates.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,c88eed6b53ce5d15a4664359b2e035b4,Are the published times/deadlines updated based on my local time zone if | do not live in Atlanta?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,8cb39531052739fe2b131452bfac6d94,"No — all of the Institute times/deadlines you see are listed in the Eastern time zone. They will not update automatically to reflect your local time zone. Therefore, you will need to be mindful of time-sensitive activities/deadlines such 35 when time tickets open, the expiration of a wait list notification, the end 아 a registration period, the semester’s withdrawal deadline, etc. For any class-specific deadline, please be sure to work with your instructor and/or TA(s).",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,e7841b8c8703f8fdf0a5502deadb30bc,What is the maximum number of courses | can register for each term?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,7d98481958bc95a78d00dca9b2bf30c2,"The OMSCS program is a part-time program only. Students can register for a maximum of two courses and one seminar (seven hours) during the fall and spring semesters, and students are limited to enrolling in one course (three hours) during the summer semester. Please note that Financial Aid and other programs may have specific credit hour requirements, so be sure to follow up with their office(s) directly for more information.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,3d95bc253db1e0177e6769685cea1034,What if a course | want to register for is CLOSED?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,4194507535dfcf68d37267bb99b654bb,"Once the registration cap has been reached for a course, the course is full. In order to request a seat in a closed course, you must follow the instructions in SECTION G. WAITLISTING FOR A CLOSED COURSE. The OMSCS program does not accept override requests. Please note that OMSCS Advising cannot register students for classes, nor can we add students 10 wait lists.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,d9b9af7739f97c627ac0f5f1f39ac471,What if the wait list for a course | want to register for is CLOSED?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,66bd1d1b3a757c88b1a07780e6ea9dec,"If the wait list is full/closed when you are attempting to add yourself, please check back later. Students remove themselves from wait lists, and seats are 30060 10 courses (which removes students from the wait list), 50 there is a strong chance that a spot will become available at a later time.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,258e6422c5c7060e8f5dbf33bd4c18b2,Why is there a limit on the number of seats for each course if this is an online program?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
